-5.283596117263187342e-01,9.618766712454476231e-01,-1.391472277660575241e+00,-4.532184067380511383e-01,-2.437066865923299408e-01,-4.661925171277334634e-01,-3.791326888959121177e-01,5.582744625310315234e-01,1.288642916709892061e+00,-5.792065221278775988e-01,-9.602461068947518719e-01,-7.878226409228089588e-01
-2.985474337867380923e-01,1.967442454140912345e+00,-1.391472277660575241e+00,4.341614479349770184e-02,2.238751961971435223e-01,8.726382318679611894e-01,6.243632277859998414e-01,2.826076774099640573e-02,-7.199332966852555193e-01,1.289504006827336957e-01,-5.847771110397104177e-01,-7.878226409228089588e-01
-2.985474337867380923e-01,1.297065265543936086e+00,-1.186070429293037742e+00,-1.694272344343090708e-01,9.635286452728704376e-02,-8.366944598610641382e-02,2.290466545476708971e-01,1.342635066989916470e-01,-3.311766102216806007e-01,-4.808883001991928752e-02,-5.847771110397104177e-01,-7.878226409228089588e-01
1.654856078699699973e+00,-1.384443488843968728e+00,1.484153599484952180e+00,-4.532184067380511383e-01,-2.649604085373060136e-01,1.075920895847071040e-01,4.115004575807457710e-01,6.642772014890268029e-01,-9.791044209943072785e-01,-4.611803683261095910e-01,-5.847771110397104177e-01,4.508483549823745218e-01
-5.283596117263187342e-01,9.618766712454476231e-01,-1.391472277660575241e+00,-4.532184067380511383e-01,-2.437066865923299408e-01,-4.661925171277334634e-01,-3.791326888959121177e-01,5.582744625310315234e-01,1.288642916709892061e+00,-5.792065221278775988e-01,-9.602461068947518719e-01,-7.878226409228089588e-01
-5.283596117263187342e-01,7.384176083797893142e-01,-1.391472277660575241e+00,-5.241661998139865997e-01,-2.649604085373060136e-01,-2.749309815569199178e-01,-1.966788858628372161e-01,5.582744625310315234e-01,1.288642916709892061e+00,-5.792065221278775988e-01,-9.602461068947518719e-01,-7.878226409228089588e-01
-2.410943893018425155e-01,4.032290140813009627e-01,-1.083369505109268882e+00,-6.660617859658576334e-01,-3.924827402071621729e-01,-8.366944598610641382e-02,3.810914904085666577e-01,-1.837447101750529499e-01,-7.200548591262875830e-02,-1.169337291136720580e+00,-9.602461068947518719e-01,-7.878226409228089588e-01
-5.858126562112142555e-01,6.825528426633745704e-01,-1.391472277660575241e+00,-9.498529582695998119e-01,-4.774976279870665197e-01,-8.366944598610641382e-02,-7.744492621342410343e-01,-1.137769360797069140e+00,5.111295437827393373e-01,-1.110324214235836493e+00,-3.970426131121905233e-01,1.689519350887558113e+00
-2.985474337867380923e-01,2.914994826484714752e-01,-1.288771353476806381e+00,-3.822706136621155659e-01,-3.074678524272581592e-01,-6.574540526985469535e-01,-8.656761636507784852e-01,2.826076774099640573e-02,3.167512005509490192e-01,-5.201934452269939557e-01,-8.663788579309918969e-01,1.689519350887558113e+00
-4.709065672414237125e-01,-1.554186430828458088e-01,4.571443576472635217e-01,2.526588902451241125e+00,-3.499752963172103604e-01,1.075920895847071040e-01,1.688677078812270027e+00,5.582744625310315234e-01,2.519584194736874672e-01,8.371073234933449347e-01,7.229363170661091964e-02,-7.878226409228089588e-01
